id,region_cd,name,lat,lng,seq,police,office,group_id,arrow_configs,controller,diagram_order,weekly_plan,created_at,updated_at,api_int_no
"L02-5138","L02","간석주공정문","37.464005","126.718231","5138","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5139","L02","아지랭이공원입구","37.46481","126.71859","5139","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5140","L02","영일포장4거리","37.41205","126.695234","5140","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5141","L02","상아물산4거리","37.397179","126.698711","5141","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5142","L02","산업단지공단4","37.404151","126.697309","5142","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5143","L02","신남동주유소","37.447076","126.707289","5143","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5144","L02","간석주공후문","37.464853","126.719659","5144","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5145","L02","공단삼호상가","37.396387","126.683682","5145","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5146","L02","대기목재3거리","37.393653","126.677277","5146","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5147","L02","유수지3거리","37.392104","126.680502","5147","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5148","L02","산업길사거리","37.399555","126.700453","5148","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5149","L02","복지공원4거리","37.394895","126.697022","5149","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5150","L02","남동공단2단지4","37.392347","126.702466","5150","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5151","L02","영남목재사거리","37.394624","126.704226","5151","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5152","L02","호구포길4거리","37.398842","126.707352","5152","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5153","L02","논고개길4거리","37.389321","126.712006","5153","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5154","L02","소래시장입구사거리","37.403523","126.737428","5154","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5155","L02","간석마을입구","37.462215","126.696366","5155","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5156","L02","이화공원입구3거리","37.462215","126.702421","5156","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5157","L02","구월홈플러스3거리","37.452275","126.701414","5157","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5158","L02","유진레미콘3거리","37.386287","126.711206","5158","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5159","L02","장수주공정문","37.450492","126.749663","5159","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5160","L02","새말초교3거리","37.460475","126.733799","5160","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5161","L02","부평가족공원4거리","37.476368","126.712679","5161","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5162","L02","만수3지구입구","37.443438","126.732155","5162","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5163","L02","담방마을4거리","37.439587","126.732137","5163","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5164","L02","연수교4거리","37.416474","126.696312","5164","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5165","L02","동녘방죽3거리","37.412064","126.738784","5165","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5166","L02","솔바람공원4","37.460019","126.700893","5166","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5167","L02","시청역서측4거리","37.45686","126.700588","5167","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5168","L02","건설회관3거리","37.452061","126.699959","5168","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5169","L02","담방초교","37.439558","126.737293","5169","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5170","L02","서창소방3거리","37.439537","126.738901","5170","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5171","L02","만수한국A4거리","37.44157","126.738739","5171","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5172","L02","담방로4거리","37.443474","126.738766","5172","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5173","L02","만수체육공원","37.443438","126.733682","5173","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5174","L02","남동초교4거리","37.443431","126.735991","5174","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5175","L02","남동경기장삼거리","37.436028","126.732308","5175","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5176","L02","남동경기장중문","37.436056","126.734374","5176","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5177","L02","호구포육교4거리","37.404772","126.711251","5177","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5178","L02","논현2주민센터3거리","37.404394","126.715949","5178","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5179","L02","한누리학교4거리","37.402017","126.716551","5179","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5180","L02","논현변전소4거리","37.399691","126.71709","5180","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5181","L02","남동타워4거리","37.397286","126.716102","5181","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5182","L02","동방중4거리","37.404957","126.719785","5182","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5183","L02","동방초교4거리","37.402645","126.720486","5183","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5184","L02","논현역입구3거리","37.401618","126.720791","5184","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5185","L02","오봉공원입구4거리","37.407804","126.72292","5185","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5186","L02","논현4거리","37.405635","126.723549","5186","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5187","L02","논현앞골4거리","37.40398","126.723971","5187","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5188","L02","논현역4거리","37.40094","126.724393","5188","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5189","L02","논현1주민센터","37.40687","126.728723","5189","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5190","L02","논현초4거리","37.405228","126.730188","5190","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5191","L02","논현신영4거리","37.403551","126.731571","5191","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5192","L02","소래역4거리","37.401767","126.733251","5192","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5193","L02","호구포고개","37.407077","126.712077","5193","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5194","L02","가오산방죽3거리","37.402645","126.735272","5194","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5195","L02","논현중3거리","37.408718","126.731876","5195","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5196","L02","장도초3거리","37.407069","126.733305","5196","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5197","L02","소래초교4거리","37.405607","126.735371","5197","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5198","L02","논현역상가","37.401932","126.722678","5198","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5199","L02","소래나들목3거리","37.407833","126.739296","5199","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5200","L02","구월시장4거리","37.452218","126.718968","5200","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5201","L02","모래내시장","37.453986","126.719156","5201","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5202","L02","구월현대북문","37.456603","126.711601","5202","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5203","L02","구월현대남문","37.452824","126.710919","5203","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5204","L02","정각초교후문","37.455284","126.714665","5204","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5205","L02","구월롯대남문","37.452403","126.716713","5205","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5206","L02","구월중앙로4거리","37.452546","126.714422","5206","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5207","L02","북두4거리","37.400897","126.697552","5207","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5208","L02","건양기업3","37.39892","126.702403","5208","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5209","L02","다산길4거리","37.398863","126.704747","5209","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5210","L02","너른들공원4","37.406741","126.736889","5210","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5211","L02","철거_시청광장입구3거리","37.452089","126.704729","5211","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5212","L02","간석레미안서문","37.458664","126.708574","5212","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5213","L02","간석레미안북문입구","37.460554","126.710874","5213","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5214","L02","간석지구대","37.460653","126.712491","5214","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5215","L02","사리골4거리","37.401867","126.695611","5215","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5216","L02","안말4거리","37.397207","126.692225","5216","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5217","L02","호구포역4거리","37.402774","126.71011","5217","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5218","L02","논현하늘남서문","37.402203","126.711494","5218","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5219","L02","LH공사입구3거리","37.401846","126.713209","5219","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5220","L02","하늘마을남동문","37.401739","126.71444","5220","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5221","L02","논현포대4거리","37.405749","126.708385","5221","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5222","L02","범마을남문","37.403551","126.708439","5222","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5223","L02","논현어진북문","37.402331","126.718554","5223","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5224","L02","새예지유치원","37.453801","126.714584","5224","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5225","L02","간석현대입구","37.467605","126.692602","5225","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5226","L02","유니벨르(주)","37.401489","126.683134","5226","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5227","L02","코스프(주)","37.398735","126.688748","5227","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5228","L02","동원판넬","37.396272","126.694183","5228","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5229","L02","창원(주)","37.39396","126.69889","5229","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5230","L02","에스아이테크","37.393282","126.700516","5230","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5231","L02","아성강업","37.391812","126.703633","5231","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5232","L02","영림임업","37.390284","126.706822","5232","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5233","L02","신신기전","37.389828","126.709392","5233","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5234","L02","소래5단지북문","37.398806","126.730053","5234","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5235","L02","오봉생태공원","37.409438","126.723405","5235","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5236","L02","송천고입구","37.396251","126.722552","5236","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5237","L02","소래역삼거리","37.401147","126.734392","5237","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5238","L02","소래역어시장3거리","37.398934","126.736296","5238","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5239","L02","오공본드사거리","37.403123","126.703076","5239","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5240","L02","소래역주차장3","37.399869","126.735479","5240","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5241","L02","논현유수지공원4거리","37.407141","126.705475","5241","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5242","L02","보루네오입구삼거리","37.395223","126.713802","5242","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5243","L02","성진레미콘","37.395951","126.714781","5243","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5244","L02","오성주유소","37.392911","126.713102","5244","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5245","L02","소래도서관","37.392732","126.723253","5245","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5246","L02","괴하4거리","37.394431","126.725211","5246","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5247","L02","에코공원4거리","37.397421","126.728472","5247","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5248","L02","괴하삼거리","37.40009","126.731454","5248","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5249","L02","고잔초교4거리","37.392904","126.727385","5249","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5250","L02","고잔중3거리","37.395809","126.730583","5250","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5251","L02","한화교3거리","37.386238","126.725606","5251","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5252","L02","한화염전3거리","37.391005","126.730107","5252","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5253","L02","소래초소3거리","37.394167","126.733134","5253","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5254","L02","염전저수지3거리","37.396958","126.736018","5254","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5255","L02","주적골삼거리","37.420861","126.737257","5255","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5256","L02","가오산고개","37.401582","126.727502","5256","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5257","L02","가오산방죽사거리","37.402588","126.732415","5257","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5258","L02","소래초교입구","37.404665","126.733646","5258","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5259","L02","면허시험장삼거리","37.383211","126.710281","5259","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5260","L02","고잔지구입구3거리","37.398164","126.727358","5260","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5261","L02","고잔상가입구","37.398949","126.726298","5261","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5262","L02","만수정광3거리","37.463135","126.739746","5262","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5263","L02","소래논현1교차로","37.385945","126.714108","5263","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5264","L02","소래논현2교차로","37.385559","126.718465","5264","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5265","L02","사리울중3거리","37.386395","126.720288","5265","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5266","L02","소래한화09서문","37.385581","126.721402","5266","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5267","L02","고잔고3거리","37.388414","126.722507","5267","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5268","L02","미추홀외고4거리","37.390192","126.724429","5268","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5269","L02","소래한화07남문","37.391862","126.726217","5269","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5270","L02","고잔유치원","37.397172","126.721932","5270","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5271","L02","송천초교","37.39558","126.723558","5271","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5272","L02","소래7단지동문","37.393767","126.726073","5272","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5273","L02","소래한화10동문","37.391526","126.729388","5273","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5274","L02","프라임유치원","37.393896","126.728508","5274","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5275","L02","소래한화05동문","37.399255","126.732604","5275","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5276","L02","소래한화12동문","37.397785","126.73467","5276","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5277","L02","소래철교3거리","37.39775","126.737383","5277","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5278","L02","LH주차장입구","37.401154","126.710685","5278","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5279","L02","소래풍림남문","37.404015","126.738883","5279","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5280","L02","장도로사거리","37.403102","126.736431","5280","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
