ID,Name,Lat,Lng,Seq,Police,Office,GroupID,FlashCfg,OpIntervention,ArrowConfigs,Controller,DiagramOrder,Weekly_plan
"krd-26000","화랑예식장","37.656019230","127.061856100","2600","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26001","화랑예식장(연등)","37.656209730","127.062773400","2600","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26010","무학아파트입구","37.564764310","127.027911800","2601","성동","성동","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26030","노원주유소앞","37.619951390","127.074879100","2603","노원","노원","53","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26031","노원주유소앞(연등)","37.621037760","127.074525500","2603","노원","노원","53","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26050","원약국","37.666545110","127.034295600","2605","도봉","도봉","1612","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26060","신동아상가","37.662016850","127.029681600","2606","도봉","도봉","1687","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26070","휘경2동주민센터","37.589687800","127.068826000","2607","동대문","동대문","134","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26080","힐튼호텔","37.555191970","126.976639600","2608","남대문","남대문","230","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26090","은혜치과","37.584152230","127.088373000","2609","중랑","중랑","709","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26110","파크랜드앞","37.549332560","127.025980900","2611","성동","성동","1040","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26120","금호펌프장","37.544812650","127.024442600","2612","성동","성동","249","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26121","금호펌프장(연등)","37.545405010","127.024615900","2612","성동","성동","249","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26130","행당삼부아파트105동앞","37.558295010","127.038753600","2613","성동","성동","251","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26140","경동초등학교입구","37.546285260","127.050338500","2614","성동","성동","681","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26170","쌍문3동어린이집","37.651106780","127.032887800","2617","도봉","도봉","59","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26171","쌍문3동어린이집(연등)","37.651066870","127.032324100","2617","도봉","도봉","59","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26180","나폴레옹제과점앞","37.589202340","127.005313100","2618","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26190","홍은IC진입로","37.594418960","126.948255600","2619","서대문","서대문","95","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26191","홍은IC진입로(연등)","37.594001450","126.948022900","2619","서대문","서대문","95","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26200","Y타워앞","37.539434070","127.083220700","2620","광진","광진","265","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26210","해오름마트앞","37.538894180","127.092018700","2621","광진","광진","1422","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26230","연무관앞","37.583782200","126.972600900","2623","종로","종로","159","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26240","효자동삼거리","37.583478230","126.973678600","2624","종로","종로","159","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26241","효자동삼거리(연등)","37.583003610","126.973660600","2624","종로","종로","159","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26250","KT앞","37.572558370","126.977209500","2625","종로","종로","528","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26370","현대한강아파트","37.522528450","126.960535800","2637","용산","용산","563","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26380","재정관리단앞","37.538358840","126.986894000","2638","용산","용산","228","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26390","왕십리역","37.561083810","127.035452600","2639","성동","성동","259","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26400","금호사거리","37.548038420","127.025774000","2640","성동","성동","1040","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26410","마장2교","37.568089010","127.045894900","2641","성동","성동","136","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26420","성동교회","37.553373560","127.024833000","2642","성동","성동","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26430","옥수빗물펌프장","37.541454180","127.019424900","2643","성동","성동","590","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26431","옥수빗물펌프장(연등)","37.541598760","127.018631300","2643","성동","성동","590","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26440","금호역","37.548263360","127.015819200","2644","성동","성동","645","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26450","금호대우아파트","37.546447030","127.018608800","2645","성동","성동","226","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26451","금호대우아파트(연등)","37.547226550","127.019947400","2645","성동","성동","226","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26460","안암역","37.586289600","127.029348200","2646","성북","성북","170","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26461","안암역(연등)","37.586370730","127.030826000","2646","성북","성북","170","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26470","이문e편한세상","37.604443260","127.062056100","2647","동대문","동대문","322","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26480","소화물창고","37.580729360","127.051389000","2648","동대문","동대문","1758","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26481","소화물창고(연등)","37.579933780","127.050747400","2648","동대문","동대문","1758","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26490","답십리한양아파트","37.572884180","127.059568400","2649","동대문","동대문","221","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26491","답십리한양아파트(연등)1","37.572847400","127.060534700","2649","동대문","동대문","221","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26492","답십리한양아파트(연등)2","37.572886500","127.058506000","2649","동대문","동대문","221","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26500","촬영소사거리","37.572762180","127.066337100","2650","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26501","촬영소사거리(연등)1","37.573799940","127.066868400","2650","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26502","촬영소사거리(연등)2","37.572700330","127.067701300","2650","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26510","참튼튼병원","37.572475410","127.069669700","2651","동대문","동대문","1988","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26511","참튼튼병원(연등)","37.572591010","127.068529300","2651","동대문","동대문","1988","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26550","남영역굴다리","37.541888250","126.971721800","2655","용산","용산","682","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26560","렉스아파트","37.518148250","126.979512600","2656","용산","용산","306","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26590","안국선원","37.582839310","126.985086200","2659","종로","종로","541","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26630","청량리현대코아앞","37.582007060","127.044618600","2663","동대문","동대문","114","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26660","상왕십리","37.565041550","127.025593500","2666","성동","성동","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26780","갈현우남아파트","37.617271730","126.906641900","2678","은평","은평","674","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26781","갈현우남아파트(연등)","37.618363470","126.906054000","2678","은평","은평","674","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26790","대화이앤엘","37.591819740","127.082364300","2679","중랑","중랑","243","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26800","창경초교정문","37.655373300","127.034549100","2680","도봉","도봉","1665","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26810","신안아파트","37.614499960","127.079214800","2681","중랑","중랑","294","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26820","상봉지구대","37.591503580","127.073051100","2682","중랑","중랑","1324","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26830","면목2치안센터","37.590006290","127.076063100","2683","중랑","중랑","1705","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26831","면목2치안센터(연등)1","37.589657510","127.075033100","2683","중랑","중랑","1705","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26832","면목2치안센터(연등)2","37.590554920","127.077771400","2683","중랑","중랑","1705","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26880","파티마동물병원","37.557948320","126.928990600","2688","마포","마포","45","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26900","신연중","37.583909380","126.941245800","2690","서대문","서대문","726","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26901","신연중(연등)","37.583903450","126.939120700","2690","서대문","서대문","726","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26910","구세군회관앞","37.570157330","126.972569500","2691","종로","종로","528","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26920","마포공영주차장입구","37.539915060","126.943572100","2692","마포","마포","89","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26921","마포공영주차장입구(연등)","37.540397410","126.942892300","2692","마포","마포","89","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26930","홍대부속초교","37.559265290","126.914088300","2693","마포","마포","281","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26940","동양빌딩앞","37.618961030","127.022780900","2694","강북","강북","111","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26960","동대문밀리오레앞","37.568157120","127.009302900","2696","중부","중부","532","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26970","방통대앞","37.578648020","127.002188500","2697","혜화","혜화","630","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26980","서부중앙교회","37.599755900","126.918963100","2698","서부","서부","423","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-26990","은평롯데캐슬803동앞","37.646385550","126.924906100","2699","은평","은평","433","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27000","은평아이파크627동앞","37.648126780","126.927403300","2700","은평","은평","433","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27010","은평푸르지오618동앞","37.649279280","126.928846100","2701","은평","은평","433","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27020","은평뉴타운6단지앞","37.650095980","126.931383500","2702","은평","은평","433","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27040","대광고","37.578333510","127.023123200","2704","성북","성북","730","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27050","성신여대입구역","37.592697890","127.016469800","2705","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27051","성신여대입구역(연등)1","37.593540500","127.017935200","2705","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27052","성신여대입구역(연등)2","37.592027290","127.016629300","2705","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27060","흥천사입구","37.596481560","127.015323100","2706","성북","성북","348","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27061","흥천사입구(연등)","37.597594490","127.014662900","2706","성북","성북","348","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27100","북가좌한울뉴타운아파트","37.577133140","126.909001100","2710","서대문","서대문","1399","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27101","북가좌한울뉴타운아파트(연등)1","37.576753840","126.908603400","2710","서대문","서대문","1399","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27102","북가좌한울뉴타운아파트(연등)2","37.576289730","126.908147600","2710","서대문","서대문","1399","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27110","한강진역","37.540024880","127.001751600","2711","용산","용산","69","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27111","한강진역(연등)","37.540297830","127.001789000","2711","용산","용산","69","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27120","이촌동삼거리","37.521644020","126.966476000","2712","용산","용산","306","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27150","쌍문초교후문","37.647896690","127.024680500","2715","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27151","쌍문초교후문(연등)","37.648265600","127.024101700","2715","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27160","창동삼성아파트입구","37.648536990","127.047825800","2716","도봉","도봉","509","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27170","예수제자교회","37.594620960","127.095369800","2717","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27180","광남유치원","37.541482070","127.100984600","2718","광진","광진","234","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27181","광남유치원(연등)","37.542121240","127.101756200","2718","광진","광진","234","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27200","중곡1동사거리","37.563159360","127.079757100","2720","광진","광진","1277","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27201","중곡1동사거리(연등)","37.562859860","127.080739200","2720","광진","광진","1277","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27210","장안교","37.581412640","127.079667100","2721","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27220","동원시장","37.589303330","127.091649300","2722","중랑","중랑","660","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27221","동원시장(연등)1","37.589045370","127.090666100","2722","중랑","중랑","660","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27222","동원시장(연등)2","37.588908130","127.089896300","2722","중랑","중랑","660","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27230","국민은행서교동지점","37.554076280","126.922849600","2723","마포","마포","540","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27231","국민은행서교동지점(연등)","37.554294820","126.922610800","2723","마포","마포","540","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27250","쌍다리기사식당","37.593531040","126.996053100","2725","성북","성북","93","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27260","동문아파트102동앞","37.623690180","127.037642300","2726","강북","강북","330","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27270","원광초교후문","37.654597870","127.075944800","2727","노원","노원","256","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27290","김수영문학관","37.660191360","127.024219300","2729","도봉","도봉","1833","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27300","상도교동측","37.686745560","127.051910600","2730","노원","노원","589","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27310","창도초교후문","37.664221160","127.050298900","2731","도봉","도봉","1834","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27320","서울시동부병원","37.575512080","127.030609100","2732","동대문","동대문","1770","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27330","삼희아파트","37.568902170","127.051826200","2733","동대문","동대문","233","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27340","6번정문","37.527318640","126.991598500","2734","용산","용산","179","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27350","CJ빌딩입구","37.554222790","126.976532700","2735","용산","용산","279","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27360","두무개삼거리","37.530141990","127.006891000","2736","용산","용산","264","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27361","두무개삼거리(연등)1","37.530347900","127.006602900","2736","용산","용산","264","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27362","두무개삼거리(연등)2","37.530255430","127.007346100","2736","용산","용산","264","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27400","정릉대림e편한세상","37.598884380","127.019168600","2740","성북","성북","539","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27410","광진경찰서","37.542626370","127.084254600","2741","광진","광진","265","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27420","수협구의지점앞","37.540866540","127.083543800","2742","광진","광진","265","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27430","갈현동성당입구","37.620931480","126.916527100","2743","은평","은평","664","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27440","은평성모병원","37.634497820","126.917045500","2744","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27460","기동대","37.568051820","127.014779800","2746","중부","중부","168","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27490","금호삼성래미안","37.549086580","127.029036600","2749","성동","성동","237","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27500","기업은행마장","37.566795690","127.044047200","2750","성동","성동","136","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27501","기업은행마장(연등)","37.567470610","127.044978200","2750","성동","성동","136","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27510","성동노인종합복지관","37.564201600","127.041720200","2751","성동","성동","218","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27520","마장동금호아파트","37.562874450","127.041718500","2752","성동","성동","218","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27530","신동아아파트입구","37.573982770","127.032427600","2753","동대문","동대문","1770","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27540","휘경시장","37.591443590","127.056893900","2754","동대문","동대문","322","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27550","양문교회앞","37.586544280","127.036997100","2755","동대문","동대문","54","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27560","홍릉동부아파트앞","37.586820910","127.045580800","2756","동대문","동대문","114","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27570","동진교","37.573918400","127.028756400","2757","동대문","동대문","1770","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27580","백석빌딩","37.570864730","127.065187400","2758","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27700","송정건영아파트","37.554936350","127.071219600","2770","광진","광진","424","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27701","송정건영아파트(연등)","37.556450720","127.072067900","2770","광진","광진","424","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27710","월성운수","37.569858270","127.079549600","2771","광진","광진","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27720","럭키부동산","37.563601960","127.078490000","2772","광진","광진","1277","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27730","중원주유소","37.566208150","127.077565200","2773","광진","광진","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27740","창도초교3R","37.664225990","127.048626300","2774","도봉","도봉","1834","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27750","광진소방서","37.545195300","127.082810200","2775","광진","광진","448","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27760","국민은행군자역지점","37.555435900","127.078542300","2776","광진","광진","637","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27770","능동119안전센터","37.552051910","127.076807600","2777","광진","광진","637","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-27870","종월2교서측","37.597262320","127.040585200","2787","종암","종암","1841","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61930","구파발역정류장","37.637003680","126.916889000","6193","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61931","구파발역정류장(연등)","37.636450250","126.916948000","6193","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61950","구파발사거리","37.638995140","126.916745200","6195","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61960","은평뉴타운10단지","37.643214770","126.914617400","6196","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61970","올림픽생활관","37.590318970","126.999361100","6197","혜화","혜화","236","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61980","금암문화공원","37.644839940","126.918675000","6198","은평","은평","433","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61990","은빛초교","37.643036440","126.918452500","6199","은평","은평","619","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61991","은빛초교(연등)","37.642948510","126.919504300","6199","은평","은평","619","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62010","은평롯데캐슬821동","37.643058530","126.921547100","6201","은평","은평","619","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62030","은평제일교회","37.640540380","126.921031400","6203","은평","은평","619","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62050","일신초교","37.599064670","127.039799400","6205","종암","종암","1384","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62060","구파발검문소앞","37.639812870","126.916438600","6206","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62070","세브란스빌딩","37.556647060","126.974301300","6207","남대문","남대문","351","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28190","케리스빌딩앞","37.563756050","127.004976200","2819","중부","중부","188","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28200","우리은행장충지점","37.562083510","127.006428500","2820","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28201","우리은행장충지점(연등)","37.561634920","127.006210200","2820","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28210","엠버서더호텔","37.559210290","127.002994700","2821","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28211","엠버서더호텔(연등)","37.559727550","127.002869800","2821","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28220","광희동사거리","37.564223580","127.007180600","2822","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28230","동대문역사문화공원","37.566030380","127.007784900","2823","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28231","동대문역사문화공원(연등)","37.566256670","127.006537600","2823","중부","중부","525","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28250","충무아트센터","37.565107840","127.014010800","2825","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28260","누죤","37.566804110","127.012408200","2826","중부","중부","1655","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28270","동대문주차장","37.567904600","127.012380500","2827","중부","중부","168","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28280","광희초등학교앞","37.567062120","127.016102500","2828","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28290","동대문역사문화공원역","37.565420410","127.009769100","2829","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28300","한양공고앞","37.564860030","127.011009500","2830","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28310","흥인사거리","37.568008710","127.015982700","2831","중부","중부","168","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28330","수락산입구","37.682369330","127.055451900","2833","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28340","신당초교후문","37.563632930","127.024259500","2834","중부","중부","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28341","신당초교후문(연등)","37.564108260","127.024318000","2834","중부","중부","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28350","금호베스트빌아파트","37.562061770","127.024272600","2835","중부","중부","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28360","신당역","37.565367660","127.016207400","2836","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28370","황학사거리","37.567887360","127.023501400","2837","성동","성동","203","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28380","성동고교","37.565154760","127.023629400","2838","성동","성동","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28381","성동고교(연등)1","37.565479650","127.021977800","2838","성동","성동","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28382","성동고교(연등)2","37.566228220","127.023578800","2838","성동","성동","1816","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28390","신당동떡볶이타운","37.563124660","127.015476700","2839","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28420","할머니보쌈","37.569521610","127.023447700","2842","성동","성동","296","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28430","금호여중","37.558024710","127.019075100","2843","중부","중부","230","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28431","금호여중(연등)1","37.558351650","127.018870000","2843","중부","중부","230","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28432","금호여중(연등)2","37.559217950","127.018866200","2843","중부","중부","230","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28440","씨유청구역점","37.560931820","127.011779500","2844","중부","중부","1654","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28441","씨유청구역점(연등)","37.560571790","127.012940600","2844","중부","중부","1654","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28450","자바빌딩","37.562020730","127.010366500","2845","중부","중부","1654","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28460","청구역","37.560258200","127.013766800","2846","중부","중부","214","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28470","신당삼성아파트","37.559430090","127.017120400","2847","중부","중부","542","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28471","신당삼성아파트(연등)1","37.559950030","127.018004000","2847","중부","중부","542","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28472","신당삼성아파트(연등)2","37.559485510","127.015829800","2847","중부","중부","542","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28480","청구동","37.557390080","127.012095600","2848","중부","중부","214","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28481","청구동(연등)","37.556403100","127.011551300","2848","중부","중부","214","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-62100","흥인초교","37.561338730","127.014409900","6210","중부","중부","214","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28500","성원빌딩","37.558618570","127.012786500","2850","중부","중부","214","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28510","남산2호터널입구","37.555367990","127.003957500","2851","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28520","동국대학교앞","37.556471160","127.004601900","2852","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28530","남산정은스카이아파트","37.549607650","127.007493400","2853","중부","중부","222","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28540","신당119안전센터","37.553118660","127.009427600","2854","중부","중부","222","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28550","약수역","37.554809740","127.010650100","2855","중부","중부","358","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28551","약수역(연등)","37.553880780","127.011363000","2855","중부","중부","358","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28560","국립극장앞","37.551228050","127.000585700","2856","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28561","국립극장앞(연등)1","37.551594330","127.001047000","2856","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28562","국립극장앞(연등)2","37.552088300","127.001684300","2856","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28570","중부수도사업소","37.553158600","127.002429900","2857","중부","중부","238","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-28580","장충고개","37.558035140","127.008205900","2858","중부","중부","358","0|||","0|","","","-1","1;1;1;1;1;2;3"
