GroupID,GroupName,Weekday,Friday,Saturday,Sunday,Special,Flextime1,Flextime2,Flextime3,Flextime4,Flextime5,TSD_SET1,TSD_SET2,TSD_SET3
336,그룹 336,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
337,그룹 337,00:00|110|1;05:00|120|1;06:00|150|1;07:00|160|1;10:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;10:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;09:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;09:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:00|160|1;10:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;10:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;09:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|110|1;05:00|120|1;06:00|150|1;07:30|160|1;09:30|120|1;17:00|130|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
338,그룹 338,06:00|140|1;07:00|170|1;09:00|160|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|160|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|140|1;07:00|170|1;09:00|150|1;11:00|130|1;18:00|140|1;22:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
339,그룹 339,00:00|100|1;06:30|110|1;10:30|90|1;17:30|120|1;20:30|120|1;23:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:30|90|1;17:00|130|1;19:00|120|1;22:00|120|1;23:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:00|90|1;17:30|130|1;22:00|130|1;23:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:00|90|1;18:00|120|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;06:30|110|1;10:30|90|1;17:30|120|1;20:30|120|1;23:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:30|90|1;17:00|130|1;19:00|120|1;22:00|120|1;23:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:00|90|1;17:30|130|1;22:00|130|1;23:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;07:00|110|1;10:00|90|1;18:00|120|1;21:00|120|1;23:00|110|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
340,그룹 340,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
341,그룹 341,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;13:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;13:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:30|140|1;10:00|130|1;18:00|140|1;22:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
342,그룹 342,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
343,그룹 343,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
344,그룹 344,00:00|75|1;06:00|80|1;07:00|90|1;10:00|85|1;17:00|85|1;22:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|80|1;07:00|90|1;10:00|85|1;17:00|85|1;22:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|75|1;06:00|75|1;08:00|80|1;10:00|85|1;21:00|75|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
348,그룹 348,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
349,그룹 349,06:30|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:30|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,07:00|140|1;09:30|140|1;17:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
