ID,MapIdx,movA,movB,pedMovA,pedMovB,mainMovements,yellowA,yellowB,allredA,allredB,pedA,pedB,pedDelayA,pedDelayB,pedFlashA,pedFlashB,pedGreenA,pedGreenB,startTime,endTime
krd-60,3,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-60,4,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-60,5,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-61,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,0,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,1,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,2,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,3,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,4,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-70,5,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-71,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,0,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,1,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,2,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,3,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,4,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-80,5,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-550,0,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,108;105;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;0;0;0;0;0,3;3;3;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,22;20;0;0;0;0;0;0,25;19;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,12;11;0;0;0;0;0;0,0;0;0;0;0;0;0;0,10;9;0;0;0;0;0;0,25;19;0;0;0;0;0;0,,
krd-550,1,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-550,2,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-550,3,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-550,4,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-550,5,8;18;5;0;0;0;0;0,4;3;5;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-551,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-552,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-553,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
